date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:39	50074/50074	---MCZ	200	added ('OK')	text/html	etag:%229a2b47-c39a-56466ffdca5b5%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/steps.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/steps.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:39	64867/64867	---MCZ	200	added ('OK')	text/html	etag:%229a2b48-fd63-56466ffddce92%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/tables.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/tables.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:40	67249/67249	---MCZ	200	added ('OK')	text/html	etag:%229a2b4a-106b1-56466ffe2ef04%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/tabs.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/tabs.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:40	54107/54107	---MCZ	200	added ('OK')	text/html	etag:%229a2b49-d35b-56466ffe08dab%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/team.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/team.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:41	51299/51299	---MCZ	200	added ('OK')	text/html	etag:%229a2b4b-c863-56466ffe36c03%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/toasts.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/toasts.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:42	51543/51543	---MCZ	200	added ('OK')	text/html	etag:%229a2b4c-c957-56466ffe5dcfd%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/tooltips-popovers.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/tooltips-popovers.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:42	57073/57073	---MCZ	200	added ('OK')	text/html	etag:%229a2b4d-def1-56466ffe61b7c%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/typography.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/typography.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:43	47297/47297	---MCZ	200	added ('OK')	text/html	etag:%229a2b50-b8c1-56466fffc1442%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/video-player.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/video-player.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:43	61323/61323	---MCZ	200	added ('OK')	text/html	etag:%229a2b4e-ef8b-56466ffe8ea34%22	http://themes.rokaux.com/unishop/v2.2/template-1/components/widgets.html	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/components/widgets.html	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
16:30:43	4162/4162	---M--	200	added ('OK')	image/png	date:Sun,%2004%20Feb%202018%2018:21:04%20GMT	http://themes.rokaux.com/unishop/v2.2/template-1/img/flags/GB.png	C:/xampp/htdocs/unishop/unishop/themes.rokaux.com/unishop/v2.2/template-1/img/flags/GB.png	(from http://themes.rokaux.com/unishop/v2.2/template-1/)
